iter,TSGMMcueMC
1.0,10.479924976833574
2.0,9.38609241429989
3.0,5.42901004964974
4.0,9.135381336391495
5.0,11.827902582320364
6.0,11.635466984404628
7.0,10.562120432769634
8.0,9.1307694634827
9.0,9.115344915711283
10.0,13.79966335445978
11.0,10.5266523925569
12.0,13.111058158091172
13.0,10.438181364684713
14.0,11.399293828130347
15.0,11.886502153184152
16.0,8.553100081049799
17.0,11.3327802757227
18.0,11.868435416555933
19.0,15.734808291683903
20.0,5.76786610951951
21.0,10.204173145707472
22.0,11.806545067274005
23.0,11.016521812968534
24.0,10.342173754248357
25.0,19.75273108470211
26.0,7.362144638615653
27.0,9.385242189576989
28.0,9.29164215125218
29.0,9.874836398220625
30.0,10.82714634927556
31.0,9.496519384409154
32.0,12.28145174644123
33.0,9.009958159763203
34.0,11.488064140835236
35.0,17.38098924324821
36.0,14.824966251709604
37.0,7.782246460548903
38.0,10.592873020174586
39.0,12.93777249067194
40.0,12.11693423990411
41.0,9.61155867128255
42.0,15.653782706195166
43.0,14.995452650796251
44.0,9.397247920691166
45.0,9.708056123325058
46.0,9.556703081999832
47.0,10.608310722028188
48.0,19.305313936449362
49.0,10.45039424833057
50.0,16.805309911140714
51.0,15.605554505966321
52.0,14.750969916074578
53.0,8.464380456727882
54.0,6.308199162651902
55.0,23.679001225707566
56.0,10.966545552089558
57.0,8.438904289971003
58.0,9.086094935803997
59.0,12.126534570165619
60.0,14.58435116763958
61.0,13.830613547977007
62.0,11.303627307704822
63.0,11.798262792048376
64.0,13.073518989560187
65.0,18.279859821652725
66.0,14.556332097371818
67.0,3.7596910050993255
68.0,13.092106996970754
69.0,8.715393912399431
70.0,9.097302995203448
71.0,9.446364335413497
72.0,13.464310214327167
73.0,13.388054049784383
74.0,15.372230683361929
75.0,9.439304979805339
76.0,10.092836501115178
77.0,19.547822804388343
78.0,9.319570027094501
79.0,12.925619449159429
80.0,11.812190072892605
81.0,10.00131979556467
82.0,6.556273260591554
83.0,16.62152645897462
84.0,11.247011406146154
85.0,13.539162297286586
86.0,8.527834165271496
87.0,10.825062466078812
88.0,11.460130838326213
89.0,11.15450593190829
